acc,f1,prec,rec,eval_f1,dataset,method,text_backbone,seed,logger_name,lr,dropout_prob,nheads,n_levels,attn_dropout,embed_dropout,weight_decay
74.38,70.01,70.73,70.25,0.7113,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-02-16-10-53,2.5e-05,0.45,8,5,0.1,0.2,
74.38,70.01,70.73,70.25,0.7113,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-04-07-07-27,2.5e-05,0.45,8,5,0.1,0.2,0.03
74.16,71.06,72.22,70.8,0.7048,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-00-20-01,2e-05,0.3,8,5,0.1,0.2,
73.71,69.16,69.59,69.31,0.6995,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-02-16-42-45,2e-05,0.4,8,5,0.1,0.2,
73.71,69.56,70.65,69.58,0.6946,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-02-17-58-44,2e-05,0.6,8,5,0.1,0.2,
73.71,71.27,72.08,71.96,0.7084,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-02-20-22-02,2.5e-05,0.4,8,5,0.1,0.2,
73.71,69.38,68.93,70.35,0.701,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-02-21-48-18,2.5e-05,0.6,8,5,0.1,0.2,
73.71,69.82,71.78,69.41,0.6961,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-01-58-03,1.5e-05,0.6,8,5,0.1,0.2,
73.48,70.17,71.88,69.56,0.6944,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-02-15-40-57,3e-05,0.5,8,5,0.1,0.2,
73.48,69.18,70.66,68.91,0.6876,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2025-12-03-01-30-47,2.5e-05,0.6,8,5,0.1,0.2,
73.48,70.78,71.13,70.99,0.6997,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2025-12-03-03-02-14,2.9999999999999997e-05,0.45,8,5,0.1,0.2,
73.48,69.16,70.05,69.17,0.6901,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-07-34-37,3.5e-05,0.6,8,5,0.1,0.2,
73.48,68.7,71.07,68.39,0.6934,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-17-02-12,4e-05,0.45,8,5,0.1,0.2,
73.48,68.96,70.32,68.29,0.691,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-17-52-18,3.5e-05,0.4,8,5,0.1,0.2,
73.48,69.0,69.64,69.45,0.6966,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-04-07-07-52,2.5e-05,0.45,8,5,0.1,0.2,0.03
73.26,70.54,70.34,71.46,0.7175,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-02-16-02-41,2.5e-05,0.45,8,5,0.1,0.2,
73.26,69.41,69.87,69.75,0.715,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-02-16-11-17,3e-05,0.45,8,5,0.1,0.2,
73.26,69.54,70.48,69.67,0.6974,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-02-16-27-50,3e-05,0.45,8,5,0.1,0.2,
73.26,69.34,70.38,69.31,0.7034,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-02-20-31-50,3e-05,0.4,8,5,0.1,0.2,
73.26,68.56,70.26,67.83,0.6781,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-03-41-37,5e-05,0.5,8,5,0.1,0.2,
73.26,70.55,70.76,71.1,0.728,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-09-15-38,3.5e-05,0.5,8,5,0.1,0.2,
73.26,69.36,70.19,69.7,0.6764,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-10-21-03,4e-05,0.45,8,5,0.1,0.2,
73.26,69.14,69.27,69.64,0.7209,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-15-20-20,1.4999999999999999e-05,0.5,8,5,0.1,0.2,
73.03,69.51,69.48,70.22,0.6974,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-02-14-55-13,2.9999999999999997e-05,0.6,8,5,0.1,0.2,
73.03,69.84,70.8,69.75,0.7015,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-02-15-30-21,2.5e-05,0.5,8,5,0.1,0.2,
73.03,68.78,68.95,69.75,0.7090000000000001,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-02-15-33-58,2.9999999999999997e-05,0.5,8,5,0.1,0.2,
73.03,68.06,69.56,67.99,0.7015,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-02-18-08-39,2.5e-05,0.6,8,5,0.1,0.2,
73.03,68.57,69.07,69.24,0.6963,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-02-21-39-11,2e-05,0.6,8,5,0.1,0.2,
73.03,68.43,69.05,68.73,0.7023,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2025-12-03-01-21-40,2e-05,0.6,8,5,0.1,0.2,
73.03,68.19,69.9,67.61,0.7,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2025-12-03-01-59-48,2e-05,0.5,8,5,0.1,0.2,
73.03,69.21,70.35,70.04,0.7019,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-13-18-21,9e-06,0.6,8,5,0.1,0.2,
73.03,67.88,68.31,68.89,0.6784,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-16-22-19,3.5e-05,0.45,8,5,0.1,0.2,
73.03,70.0,70.66,70.48,0.7132,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-16-29-09,4e-05,0.45,8,5,0.1,0.2,
73.03,68.22,68.34,69.22,0.682,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-18-22-46,5e-05,0.4,8,5,0.1,0.2,
72.81,68.52,69.38,69.19,0.7140000000000001,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-02-16-11-19,2.5e-05,0.45,8,5,0.1,0.2,
72.81,68.75,69.86,68.75,0.7071,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-02-16-36-28,2e-05,0.4,8,5,0.1,0.2,
72.81,70.39,70.85,70.51,0.7081,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-02-16-52-50,2.5e-05,0.4,8,5,0.1,0.2,
72.81,68.33,69.59,68.53,0.6892,MIntRec,mag_bert,bert-base-uncased,7,mag_bert_MIntRec_multi-class_7_2025-12-02-18-24-41,2.9999999999999997e-05,0.6,8,5,0.1,0.2,
72.81,69.42,70.88,68.93,0.7129,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-02-20-09-02,2e-05,0.4,8,5,0.1,0.2,
72.81,68.85,69.03,69.37,0.7317,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-03-09-27,1.4999999999999999e-05,0.5,8,5,0.1,0.2,
72.81,70.46,72.04,69.91,0.7165,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-10-35-36,4e-05,0.45,8,5,0.1,0.2,
72.81,66.81,71.15,67.57,0.6819,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-11-46-27,4e-05,0.4,8,5,0.1,0.2,
72.81,68.76,69.37,68.83,0.708,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-16-39-12,1.4999999999999999e-05,0.45,8,5,0.1,0.2,
72.81,68.82,69.11,69.8,0.7013,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-16-52-30,3.5e-05,0.45,8,5,0.1,0.2,
72.58,67.87,68.1,69.31,0.6953,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-02-15-06-46,1e-05,0.6,8,5,0.1,0.2,
72.58,68.65,70.06,68.28,0.6942,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-02-18-06-08,2e-05,0.6,8,5,0.1,0.2,
72.58,69.89,70.77,69.97,0.7096,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-02-18-23-00,2.9999999999999997e-05,0.6,8,5,0.1,0.2,
72.58,69.65,70.61,69.79,0.727,MIntRec,mag_bert,bert-base-uncased,7,mag_bert_MIntRec_multi-class_7_2025-12-02-20-40-17,2.9999999999999997e-05,0.4,8,5,0.1,0.2,
72.58,69.43,70.13,69.43,0.7068,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2025-12-03-02-08-32,2.5e-05,0.5,8,5,0.1,0.2,
72.58,68.98,71.0,68.47,0.7065,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-03-26-03,3.5e-05,0.5,8,5,0.1,0.2,
72.58,69.66,70.54,69.38,0.7125,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-08-06-17,1.4999999999999999e-05,0.45,8,5,0.1,0.2,
72.58,69.06,70.53,68.95,0.6897,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-12-04-16,5e-05,0.4,8,5,0.1,0.2,
72.58,67.59,68.06,68.46,0.7011,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-14-50-43,5e-06,0.5,8,5,0.1,0.2,
72.58,68.53,69.23,68.65,0.723,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-19-05-07,3.5e-05,0.3,8,5,0.1,0.2,
72.36,68.03,69.29,67.57,0.6933,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-02-14-39-25,2e-05,0.6,8,5,0.1,0.2,
72.36,69.19,69.58,69.95,0.696,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-02-14-47-14,2.5e-05,0.6,8,5,0.1,0.2,
72.36,68.65,69.05,68.91,0.705,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-02-15-25-20,2.5e-05,0.5,8,5,0.1,0.2,
72.36,68.31,68.22,69.39,0.7244,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-02-15-49-14,1e-05,0.5,8,5,0.1,0.2,
72.36,67.64,68.17,68.19,0.7015,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-02-15-52-43,2e-05,0.45,8,5,0.1,0.2,
72.36,68.62,68.19,69.95,0.7076,MIntRec,mag_bert,bert-base-uncased,7,mag_bert_MIntRec_multi-class_7_2025-12-02-18-04-45,2e-05,0.6,8,5,0.1,0.2,
72.36,69.07,70.12,69.11,0.7049,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-02-19-06-06,3e-05,0.5,8,5,0.1,0.2,
72.36,68.44,69.2,68.61,0.7107,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-02-20-22-54,2.5e-05,0.4,8,5,0.1,0.2,
72.36,69.48,70.51,69.46,0.7266,MIntRec,mag_bert,bert-base-uncased,7,mag_bert_MIntRec_multi-class_7_2025-12-02-21-11-41,2.5e-05,0.3,8,5,0.1,0.2,
72.36,68.47,68.53,69.13,0.7072,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-00-03-04,2.5e-05,0.4,8,5,0.1,0.2,
72.36,67.64,67.05,69.3,0.7261,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-02-32-57,9e-06,0.5,8,5,0.1,0.2,
72.36,68.16,68.05,69.22,0.7070000000000001,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-03-50-13,9e-06,0.45,8,5,0.1,0.2,
72.36,69.37,69.26,70.3,0.6919,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-04-38-21,3.5e-05,0.45,8,5,0.1,0.2,
72.36,68.32,68.93,69.06,0.6961,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-04-44-54,9e-06,0.6,8,5,0.1,0.2,
72.36,67.87,69.89,67.34,0.6916,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-10-44-41,3.5e-05,0.3,8,5,0.1,0.2,
72.36,67.96,68.48,68.84,0.7068,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-13-46-51,1.4999999999999999e-05,0.6,8,5,0.1,0.2,
72.36,69.13,68.54,70.64,0.687,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-13-57-28,3.5e-05,0.6,8,5,0.1,0.2,
72.36,68.04,70.45,67.26,0.701,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-15-58-06,4e-05,0.5,8,5,0.1,0.2,
72.36,67.82,67.86,68.66,0.6915,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-17-12-24,5e-05,0.45,8,5,0.1,0.2,
72.36,68.67,69.63,69.07,0.6971,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-19-24-28,3.5e-05,0.3,8,5,0.1,0.2,
72.13,68.49,69.21,68.79,0.6967,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-02-14-34-07,2e-05,0.6,8,5,0.1,0.2,
72.13,67.18,68.05,67.8,0.6877,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-02-14-57-35,2.9999999999999997e-05,0.6,8,5,0.1,0.2,
72.13,68.66,69.31,68.89,0.6942,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-02-16-00-49,2e-05,0.45,8,5,0.1,0.2,
72.13,68.65,69.7,68.61,0.7022,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-02-17-40-03,3e-05,0.3,8,5,0.1,0.2,
72.13,68.71,69.12,68.87,0.706,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-02-17-45-01,2.9999999999999997e-05,0.3,8,5,0.1,0.2,
72.13,67.86,69.06,67.69,0.6935,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-02-18-15-06,2.5e-05,0.6,8,5,0.1,0.2,
72.13,69.26,69.62,70.05,0.7042,MIntRec,mag_bert,bert-base-uncased,7,mag_bert_MIntRec_multi-class_7_2025-12-02-18-15-48,2.5e-05,0.6,8,5,0.1,0.2,
72.13,68.01,69.31,68.44,0.6920000000000001,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-02-18-20-59,3e-05,0.6,8,5,0.1,0.2,
72.13,68.38,69.61,68.42,0.7067,MIntRec,mag_bert,bert-base-uncased,7,mag_bert_MIntRec_multi-class_7_2025-12-02-19-54-15,2.9999999999999997e-05,0.45,8,5,0.1,0.2,
72.13,68.73,69.02,69.18,0.7153,MIntRec,mag_bert,bert-base-uncased,7,mag_bert_MIntRec_multi-class_7_2025-12-02-20-28-40,2.5e-05,0.4,8,5,0.1,0.2,
72.13,68.07,69.49,68.24,0.7134,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-02-22-11-23,2.9999999999999997e-05,0.6,8,5,0.1,0.2,
72.13,68.26,68.34,68.86,0.7156,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-02-22-57-29,1e-05,0.5,8,5,0.1,0.2,
72.13,67.8,68.38,68.14,0.7092,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-02-22-58-55,2e-05,0.45,8,5,0.1,0.2,
72.13,68.9,69.73,69.56,0.7176,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-00-48-50,3e-05,0.3,8,5,0.1,0.2,
72.13,68.7,69.35,68.91,0.68,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2025-12-03-01-39-42,3e-05,0.6,8,5,0.1,0.2,
72.13,67.7,68.02,68.62,0.7173,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2025-12-03-03-21-03,2e-05,0.4,8,5,0.1,0.2,
72.13,68.7,70.03,68.38,0.6935,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-05-51-48,3.5e-05,0.4,8,5,0.1,0.2,
72.13,68.39,68.94,69.06,0.6884,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-06-59-26,3.5e-05,0.5,8,5,0.1,0.2,
72.13,67.93,69.76,68.58,0.7139,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-07-08-17,5e-05,0.3,8,5,0.1,0.2,
72.13,69.38,70.53,69.57,0.6856,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-09-31-24,5e-05,0.5,8,5,0.1,0.2,
72.13,68.26,69.13,68.76,0.701,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-12-56-41,3.5e-05,0.3,8,5,0.1,0.2,
72.13,68.49,70.04,67.78,0.703,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-18-12-12,4e-05,0.4,8,5,0.1,0.2,
71.91,68.05,70.13,67.62,0.6994,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-02-15-20-21,2e-05,0.5,8,5,0.1,0.2,
71.91,68.3,68.38,69.08,0.6984,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-02-15-20-02,2e-05,0.5,8,5,0.1,0.2,
71.91,67.84,67.88,68.38,0.7176,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-02-16-48-35,2e-05,0.4,8,5,0.1,0.2,
71.91,67.93,68.06,68.56,0.7116,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-02-16-56-38,3e-05,0.4,8,5,0.1,0.2,
71.91,67.03,67.61,67.21,0.6979,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-02-17-31-41,2.5e-05,0.3,8,5,0.1,0.2,
71.91,68.27,68.72,68.98,0.726,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-02-18-44-51,2e-05,0.5,8,5,0.1,0.2,
71.91,67.28,67.78,67.73,0.7021,MIntRec,mag_bert,bert-base-uncased,7,mag_bert_MIntRec_multi-class_7_2025-12-02-18-47-31,2e-05,0.5,8,5,0.1,0.2,
71.91,68.33,68.26,69.05,0.7088,MIntRec,mag_bert,bert-base-uncased,7,mag_bert_MIntRec_multi-class_7_2025-12-02-19-34-39,2e-05,0.45,8,5,0.1,0.2,
71.91,68.96,69.77,68.73,0.7086,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-02-19-39-05,2.5e-05,0.45,8,5,0.1,0.2,
71.91,68.26,67.71,69.23,0.7147,MIntRec,mag_bert,bert-base-uncased,7,mag_bert_MIntRec_multi-class_7_2025-12-02-20-19-52,2e-05,0.4,8,5,0.1,0.2,
71.91,68.03,69.55,67.57,0.7445,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-02-20-30-51,2.9999999999999997e-05,0.4,8,5,0.1,0.2,
71.91,68.16,68.36,68.8,0.7024,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-02-21-59-44,2.5e-05,0.6,8,5,0.1,0.2,
71.91,67.51,68.71,67.84,0.7076,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-02-22-19-33,2e-05,0.5,8,5,0.1,0.2,
71.91,67.75,67.28,68.99,0.7252,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-02-22-29-19,2e-05,0.5,8,5,0.1,0.2,
71.91,68.41,68.47,69.77,0.6948,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-02-23-28-21,3e-05,0.45,8,5,0.1,0.2,
71.91,69.13,69.51,69.93,0.71,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-00-34-03,2.5e-05,0.3,8,5,0.1,0.2,
71.91,67.92,68.56,68.37,0.7176,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-00-54-41,1e-05,0.3,8,5,0.1,0.2,
71.91,66.52,66.4,68.21,0.7024,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-01-35-03,5e-06,0.6,8,5,0.1,0.2,
71.91,68.83,70.33,68.25,0.7097,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2025-12-03-04-14-16,2.5e-05,0.3,8,5,0.1,0.2,
71.91,67.84,68.29,68.12,0.6915,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-07-48-33,1.4999999999999999e-05,0.6,8,5,0.1,0.2,
71.91,68.38,68.49,68.99,0.7106,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-10-16-22,1.4999999999999999e-05,0.45,8,5,0.1,0.2,
71.91,68.08,68.69,68.43,0.6959,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-11-39-42,1.5e-05,0.4,8,5,0.1,0.2,
71.91,66.74,68.45,66.07,0.6708,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-14-15-42,5e-05,0.6,8,5,0.1,0.2,
71.69,67.71,68.99,67.4,0.7215,MIntRec,mag_bert,bert-base-uncased,7,mag_bert_MIntRec_multi-class_7_2025-12-02-18-58-23,2.5e-05,0.5,8,5,0.1,0.2,
71.69,67.58,67.96,68.03,0.7209,MIntRec,mag_bert,bert-base-uncased,7,mag_bert_MIntRec_multi-class_7_2025-12-02-21-01-13,2e-05,0.3,8,5,0.1,0.2,
71.69,69.36,69.97,69.59,0.7215,MIntRec,mag_bert,bert-base-uncased,7,mag_bert_MIntRec_multi-class_7_2025-12-02-21-27-49,3e-05,0.3,8,5,0.1,0.2,
71.69,67.67,69.35,67.75,0.6931,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-02-22-01-13,3e-05,0.6,8,5,0.1,0.2,
71.69,66.43,67.52,66.93,0.6928,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-02-22-29-41,2.5e-05,0.5,8,5,0.1,0.2,
71.69,67.58,67.83,68.63,0.7145,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2025-12-03-02-44-04,2e-05,0.45,8,5,0.1,0.2,
71.69,68.07,69.34,68.08,0.6933,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2025-12-03-02-53-09,2.5e-05,0.45,8,5,0.1,0.2,
71.69,65.97,67.35,66.37,0.7152,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-03-36-46,9e-06,0.45,8,5,0.1,0.2,
71.69,66.18,68.36,66.73,0.7014,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-03-57-01,7.000000000000003e-06,0.45,8,5,0.1,0.2,
71.69,66.26,67.73,67.13,0.7042,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-04-14-12,7.000000000000003e-06,0.45,8,5,0.1,0.2,
71.69,67.37,68.73,67.7,0.7014,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-05-25-45,5e-05,0.4,8,5,0.1,0.2,
71.69,68.7,68.71,69.26,0.7082,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-07-19-38,9e-06,0.45,8,5,0.1,0.2,
71.69,68.55,69.72,68.75,0.7031,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-08-25-08,4e-05,0.45,8,5,0.1,0.2,
71.69,68.08,69.01,68.97,0.6904,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-08-54-09,3.5e-05,0.5,8,5,0.1,0.2,
71.69,68.82,69.8,68.68,0.7142,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-09-30-16,3.5e-05,0.4,8,5,0.1,0.2,
71.69,67.8,67.61,68.68,0.6951,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-15-46-17,5e-05,0.5,8,5,0.1,0.2,
71.69,68.23,70.51,67.53,0.6963,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-15-50-09,3.5e-05,0.5,8,5,0.1,0.2,
71.69,67.64,69.15,67.27,0.7007,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-16-05-13,5e-05,0.5,8,5,0.1,0.2,
71.69,67.47,69.27,67.42,0.6904,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-18-14-41,4e-05,0.4,8,5,0.1,0.2,
71.69,68.95,68.74,70.31,0.7265,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-04-06-52-35,2.5e-05,0.45,8,5,0.1,0.2,0.03
